sepal length,sepal width,petal length,petal width,species
5.22213732230387,3.4381663247439453,1.6896551198881222,0.8811196581380176,0
4.8952834273915276,3.395290769643338,2.106245441282672,0.5432072445360088,0
4.790044671870895,3.7426402278666933,1.1927533073790437,-0.008280677625463917,0
5.108208817442383,2.644355062587547,0.6285932941798523,-0.05146262765664311,0
4.547048153040992,3.6405356794862036,0.9939192883856338,-0.43160141621205445,0
5.655458055689495,3.3990297688807374,1.4301995312161435,-0.43716675903856356,0
4.75654464443703,3.549606090166316,0.8852600238436127,0.3680172616065771,0
4.7313862118850265,3.3695505893700837,1.1309086225087923,1.0283639867603764,0
4.993963857595678,3.026977292462031,1.767853267601864,-0.34597787824683296,0
5.093406639291124,2.6236088779058777,0.8060171415792499,0.28803902110759605,0
5.330252294396304,3.5766382251856146,1.3482805158197604,0.06534233367718933,0
4.338784864662029,3.1780758833639813,1.1939960790123918,0.6727594316702812,0
5.153670770757457,2.711544473109427,1.5449347571969445,0.027785968811696066,0
4.697271278370149,3.7735499524145952,1.861077003414154,0.6164811304875844,0
4.624690514033034,3.361716021622494,1.5481455102156414,0.6362770438728538,0
4.785706766222256,3.4169707815093315,0.9052319584474116,-0.3349598653159834,0
5.363372594469469,4.1065289795381235,1.3677960946156698,0.6487935554687843,0
5.161728547023865,3.211493675014992,1.5616210281373022,0.8878308628996561,0
4.983978108237117,4.199729914992781,0.2284143727066137,0.5675659741320638,0
5.038928632364523,3.3662798477172435,1.44103666680031,-0.6888678406026141,0
4.901759745209922,3.659705597104004,2.060934309516829,-0.031777487754705847,0
4.638430668911423,3.2756074284711305,1.80938027238582,0.3470219657755085,0
4.763084034520552,3.729540174215658,1.4434143998862616,0.6331912089792361,0
4.686032311655239,3.3534650333107776,1.2246439030129197,-0.4545037820220991,0
5.132429013806493,3.6167474668957884,1.402286807330508,0.09508944462527238,0
4.367026961482191,3.3118816927758634,1.2467334088340336,-0.1587893021564879,0
4.927870836983074,3.6806970364408684,2.2435279786616897,0.2780735713710454,0
5.115180036257547,3.4667067743399254,0.5418994258642917,0.18814263442971768,0
5.026935768745444,4.601595361711457,1.3139735613063934,0.3348560711784715,0
4.984476424663952,2.977351292814334,1.9110858998986437,0.5362746751230396,0
5.353760241192453,3.0933095666386894,2.027348687540619,-0.42692685414677317,0
5.262450470963075,4.479601536201591,0.9570186885649894,-0.05325604377911858,0
5.044565445277323,3.2748388424760013,0.7065222315826135,0.23066229448117653,0
4.52492333667159,3.711796973705924,0.9888209824185052,0.8931517380569818,0
4.649718478947132,3.355969711365492,1.7638159597810108,-0.350459256525027,0
5.101723175186498,4.084572010974362,0.6811116429659712,0.28257077172526235,0
5.116223118824413,3.8496418175316336,0.8468188251319839,-0.39052614963911597,0
5.23341936420041,3.632815583524993,1.5120238082502122,0.35493634942366514,0
4.695883699234026,3.603867010975531,1.5310659945259686,-0.1194676661060654,0
5.834399727521223,3.7119045242272075,0.8672328796843294,0.4936196999556072,0
4.564109105789735,3.8519949356023218,1.9181396946182567,-0.1670202903533095,0
5.4308349025781855,3.6846012424890766,1.7676364798684063,1.048271609691761,0
4.890259098349396,3.16291893987934,1.0021970536780753,-0.16484145078523893,0
4.965519067313726,3.6525678012696625,1.523739887210135,0.5699275949387373,0
5.005814622815021,4.150040200827237,1.2816418660340207,1.4164966333586675,0
5.279806944180911,3.1166674872851163,0.9210823155481582,0.4157682235504536,0
4.900064404313991,3.819310728151671,1.611638299611394,0.16742992011436755,0
4.621302336695851,2.8225397260151017,1.200312442841616,0.582993183991229,0
5.0957456330865165,2.942888681718485,1.4774488645219186,0.3723191707971557,0
4.604726938047117,3.5687479573485117,1.4260317302656802,-0.3111518564424907,0
6.160007371845795,3.050790464337879,4.984355240571115,1.9712746046357628,1
5.383887528545754,2.380591891949666,4.730330773657666,1.7297720624248138,1
6.230336327646862,4.52299390243161,4.755309997923899,2.007840392871377,1
6.426642558765096,3.0913110235736823,4.359007307553835,1.8394213539705944,1
5.654382057113626,2.69409149939851,4.282938822650731,1.536615228253422,1
7.035146779956839,1.964933619469123,4.806904887185872,0.7787715367254289,1
5.788945653469304,3.2869935117916014,4.528746898458488,1.0180178828309314,1
5.680106456307393,3.1039253527947537,4.173370112596586,1.5968032241238048,1
6.020380346376933,2.50859546571818,5.458800944738062,1.7834972052266558,1
5.094328702420766,2.8833849045045166,4.204040095637723,1.8812197765782388,1
